City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
283,Adrar,MR,2020-11-26 17:44:21,20.5,-10.07,71.44,20,92,6.04
284,Touros,BR,2020-11-26 17:44:22,-5.2,-35.46,86.0,55,40,18.34
285,Calabozo,VE,2020-11-26 17:44:23,8.92,-67.43,84.97,72,77,4.99
286,Klaksvik,FO,2020-11-26 17:44:23,62.23,-6.59,46.4,93,100,25.28
287,Safaga,EG,2020-11-26 17:44:25,26.73,33.94,68.7,55,0,10.92
288,Nelson Bay,AU,2020-11-26 17:44:25,-32.72,152.15,69.01,82,90,17.22
289,Krasnokholm,RU,2020-11-26 17:44:26,51.6,54.16,24.91,98,92,4.76
290,San Cristobal,VE,2020-11-26 17:43:15,7.77,-72.22,78.8,88,75,2.24
291,Iqaluit,CA,2020-11-26 17:44:27,63.75,-68.51,10.4,72,90,8.05
292,Havre-Saint-Pierre,CA,2020-11-26 17:44:28,50.23,-63.6,24.8,68,1,9.17
293,Woodward,US,2020-11-26 17:44:28,36.43,-99.39,48.2,42,1,5.82
294,Soyo,AO,2020-11-26 17:44:28,-6.13,12.37,78.57,82,68,9.22
295,Kraksaan,ID,2020-11-26 17:44:29,-7.76,113.4,78.44,81,100,4.99
296,Luderitz,NA,2020-11-26 17:44:29,-26.65,15.16,68.0,56,0,21.92
297,Norman Wells,CA,2020-11-26 17:44:30,65.28,-126.83,10.4,72,75,4.7
298,Zaragoza,ES,2020-11-26 17:44:31,41.66,-0.88,59.0,93,40,3.36
299,Shekhupura,PK,2020-11-26 17:44:31,31.71,73.98,57.2,76,0,7.83
300,Auki,SB,2020-11-26 17:44:32,-8.77,160.7,77.27,78,19,3.67
301,Bardiyah,LY,2020-11-26 17:44:32,31.76,25.09,61.41,73,37,9.08
302,Kambove,CD,2020-11-26 17:44:33,-10.88,26.6,65.55,91,48,2.13
303,Ugoofaaru,MV,2020-11-26 17:44:34,5.67,73.0,82.65,67,47,10.58
304,Graham,US,2020-11-26 17:44:34,47.05,-122.29,46.0,93,90,4.7
305,Azare,NG,2020-11-26 17:44:34,11.68,10.19,81.39,23,2,7.02
306,Bentiu,SS,2020-11-26 17:44:34,9.23,29.83,83.26,23,46,4.97
307,Broken Hill,AU,2020-11-26 17:44:35,-31.95,141.43,82.4,21,0,13.87
308,Mayo,US,2020-11-26 17:44:36,38.89,-76.51,69.01,82,1,8.05
309,Gat,IL,2020-11-26 17:41:02,31.61,34.76,59.0,100,9,1.03
310,Tezu,IN,2020-11-26 17:44:36,27.92,96.17,65.37,32,100,3.31
311,Cabo San Lucas,MX,2020-11-26 17:42:07,22.89,-109.91,82.0,54,40,3.36
312,Arcata,US,2020-11-26 17:42:46,40.87,-124.08,43.0,86,1,4.7
313,Teahupoo,PF,2020-11-26 17:44:37,-17.83,-149.27,78.8,94,40,5.82
314,Cabanas,CU,2020-11-26 17:44:38,22.98,-82.92,82.4,51,0,8.05
315,Vagay,RU,2020-11-26 17:44:38,57.94,69.02,9.37,96,100,6.42
316,Acapulco,MX,2020-11-26 17:43:15,16.86,-99.89,86.0,66,5,9.17
317,Cruzeiro Do Sul,BR,2020-11-26 17:44:39,-29.51,-51.99,80.01,66,100,3.56
318,Erenhot,CN,2020-11-26 17:44:39,43.65,111.98,7.77,95,64,7.96
319,Hirara,JP,2020-11-26 17:44:39,24.8,125.28,74.79,73,62,17.94
320,Wangqing,CN,2020-11-26 17:43:55,43.32,129.76,17.02,91,96,1.54
321,Savannah Bight,HN,2020-11-26 17:44:40,16.45,-85.85,82.99,78,40,6.93
322,Borogontsy,RU,2020-11-26 17:44:40,62.67,131.17,-15.32,89,100,4.97
323,Birakan,RU,2020-11-26 17:44:41,49.02,131.7,7.02,89,14,7.56
324,Bambanglipuro,ID,2020-11-26 17:44:42,-7.95,110.28,77.79,79,99,6.22
325,Qaqortoq,GL,2020-11-26 17:44:42,60.72,-46.03,24.8,41,75,6.93
326,Coihaique,CL,2020-11-26 17:44:43,-45.58,-72.07,51.8,62,90,5.82
327,Coffs Harbour,AU,2020-11-26 17:42:32,-30.3,153.13,62.6,93,0,3.36
328,Pangnirtung,CA,2020-11-26 17:44:43,66.15,-65.71,5.0,65,40,12.75
329,La Asuncion,VE,2020-11-26 17:44:43,11.03,-63.86,82.26,73,53,15.48
330,Egvekinot,RU,2020-11-26 17:44:44,66.32,-179.17,14.4,93,50,7.65
331,Pevek,RU,2020-11-26 17:44:44,69.7,170.31,25.84,95,100,18.25
332,Pedasi,PA,2020-11-26 17:44:45,7.53,-80.03,82.22,75,99,5.61
333,Katsuura,JP,2020-11-26 17:44:46,35.13,140.3,55.99,82,75,13.87
334,Vytegra,RU,2020-11-26 17:44:46,61.01,36.45,33.12,94,100,10.13
335,Dingle,PH,2020-11-26 17:44:46,11.0,122.67,75.85,89,86,6.51
336,Bayir,TR,2020-11-26 17:44:46,37.27,28.22,53.6,27,0,5.82
337,San Rafael,AR,2020-11-26 17:44:47,-34.62,-68.33,73.17,20,10,14.18
338,Kalabagh,PK,2020-11-26 17:44:47,32.97,71.56,57.22,52,0,2.19
339,Kodiak,US,2020-11-26 17:44:47,57.79,-152.41,37.4,74,90,9.78
340,Port-Gentil,GA,2020-11-26 17:44:47,-0.72,8.78,80.6,88,75,10.29
341,Khatanga,RU,2020-11-26 17:44:48,71.97,102.5,11.25,95,99,12.08
342,Bekhteyevka,RU,2020-11-26 17:44:48,50.81,37.21,37.4,86,75,6.71
343,Morro Bay,US,2020-11-26 17:44:49,35.37,-120.85,59.0,49,0,4.0
344,Mahibadhoo,MV,2020-11-26 17:44:49,3.78,72.97,82.58,73,55,13.02
345,Una,IN,2020-11-26 17:44:20,20.82,71.03,77.11,37,48,14.58
346,Tiksi,RU,2020-11-26 17:44:50,71.69,128.87,-2.51,91,87,8.39
347,Singapore,SG,2020-11-26 17:43:57,1.29,103.85,78.8,94,75,7.18
348,Rajpur,IN,2020-11-26 17:44:50,22.3,74.35,72.43,33,90,9.6
349,Mastic Beach,US,2020-11-26 17:44:51,40.77,-72.85,60.8,82,90,12.75
350,Vanavara,RU,2020-11-26 17:44:51,60.34,102.28,1.26,93,32,5.3
351,Vanimo,PG,2020-11-26 17:44:52,-2.67,141.3,78.6,82,91,5.77
352,Necochea,AR,2020-11-26 17:44:52,-38.55,-58.74,66.99,54,0,17.4
353,Sukhobezvodnoye,RU,2020-11-26 17:44:53,57.05,44.89,27.3,97,98,5.35
354,Bontang,ID,2020-11-26 17:44:53,0.13,117.5,79.27,82,15,3.51
355,Paamiut,GL,2020-11-26 17:44:54,61.99,-49.67,25.97,91,83,10.11
356,Byron Bay,AU,2020-11-26 17:44:54,-28.65,153.62,63.0,93,20,1.74
357,Victor Harbor,AU,2020-11-26 17:44:54,-35.57,138.62,72.0,52,54,5.99
358,Vostok,RU,2020-11-26 17:44:55,46.49,135.88,1.45,95,76,5.17
359,Jiayuguan,CN,2020-11-26 17:44:55,39.82,98.3,15.13,85,70,4.21
360,Skjervoy,NO,2020-11-26 17:44:56,70.03,20.97,19.4,85,0,8.05
361,Svetlaya,RU,2020-11-26 17:44:56,46.54,138.33,16.2,85,0,7.31
362,Tabuk,PH,2020-11-26 17:44:57,17.42,121.44,73.53,91,95,5.19
363,Bacolod,PH,2020-11-26 17:44:57,10.67,122.95,78.37,83,96,8.61
364,Punta Alta,AR,2020-11-26 17:41:39,-38.88,-62.07,71.53,21,0,5.3
365,Ust-Kuyga,RU,2020-11-26 17:44:58,70.02,135.6,-9.9,89,100,3.4
366,Natal,BR,2020-11-26 17:44:59,-5.79,-35.21,86.0,58,20,19.46
367,Marrakesh,MA,2020-11-26 17:41:57,31.63,-8.01,53.6,66,75,11.41
368,Sinnamary,GF,2020-11-26 17:45:00,5.38,-52.95,82.83,76,25,10.2
369,Moba,CN,2020-11-26 17:45:00,33.23,105.02,31.96,93,100,3.33
370,Abu Dhabi,AE,2020-11-26 17:41:48,24.47,54.37,77.0,61,0,6.93
371,Lishan,CN,2020-11-26 17:45:01,31.86,113.3,40.98,79,75,4.18
372,Longyan,CN,2020-11-26 17:45:03,25.11,117.02,59.85,84,85,3.62
373,La Ronge,CA,2020-11-26 17:45:04,55.1,-105.28,12.2,78,73,9.17
374,Balabac,PH,2020-11-26 17:45:05,7.99,117.06,80.87,80,75,8.34
375,Gondanglegi,ID,2020-11-26 17:45:05,-7.75,112.01,75.74,84,97,8.01
376,Jacareacanga,BR,2020-11-26 17:44:03,-6.22,-57.75,87.8,66,75,3.36
377,Eatonton,US,2020-11-26 17:45:06,33.33,-83.39,73.99,75,86,6.17
378,Faridpur,BD,2020-11-26 17:45:08,23.6,89.83,73.4,73,40,5.61
379,Komsomolskiy,UZ,2020-11-26 17:45:09,40.43,71.72,30.2,80,100,4.7
380,Marti,CU,2020-11-26 17:45:10,22.95,-80.92,82.4,58,20,8.05
381,Bathsheba,BB,2020-11-26 17:45:10,13.22,-59.52,86.0,66,40,20.8
382,Aykhal,RU,2020-11-26 17:45:11,66.0,111.5,1.4,91,90,4.47
383,Alenquer,BR,2020-11-26 17:45:12,-1.94,-54.74,75.2,100,90,11.41
384,Vigrestad,NO,2020-11-26 17:45:12,58.57,5.7,39.2,93,20,4.7
385,Bom Jardim,BR,2020-11-26 17:45:02,-7.8,-35.59,86.0,51,40,18.34
386,Port Said,EG,2020-11-26 17:45:17,31.26,32.28,64.4,77,40,5.82
387,Katakwi,UG,2020-11-26 17:45:18,1.89,33.97,77.04,56,91,3.22
388,Anloga,GH,2020-11-26 17:45:19,5.79,0.9,84.2,79,20,11.41
389,Odweyne,SO,2020-11-26 17:45:19,9.41,45.06,74.84,63,74,5.21
390,Japura,ID,2020-11-26 17:45:20,-0.32,102.35,74.37,96,100,2.01
391,Saint George,US,2020-11-26 17:45:20,37.1,-113.58,48.99,36,1,11.41
392,Tuatapere,NZ,2020-11-26 17:45:21,-46.13,167.68,54.0,79,70,18.01
393,Ostrovnoy,RU,2020-11-26 17:45:22,68.05,39.51,28.92,95,100,10.47
394,Sola,VU,2020-11-26 17:45:23,-13.88,167.55,78.19,87,11,4.97
395,Amapa,BR,2020-11-26 17:45:23,1.0,-52.0,86.7,62,35,6.71
396,Keti Bandar,PK,2020-11-26 17:45:24,24.14,67.45,69.71,40,0,18.68
397,Merauke,ID,2020-11-26 17:45:24,-8.47,140.33,76.5,89,96,4.45
398,Vechta,DE,2020-11-26 17:45:25,52.72,8.28,46.99,93,100,2.68
399,Cururupu,BR,2020-11-26 17:45:25,-1.83,-44.87,87.82,57,91,8.25
400,Capinzal,BR,2020-11-26 17:45:26,-27.34,-51.61,83.21,51,99,4.05
401,Kholtoson,RU,2020-11-26 17:45:26,50.3,103.31,-0.69,90,75,1.63
402,Kuching,MY,2020-11-26 17:45:27,1.55,110.33,75.2,100,40,2.24
403,Kamaishi,JP,2020-11-26 17:45:27,39.27,141.88,39.38,72,58,7.34
404,Tatawin,TN,2020-11-26 17:45:28,32.93,10.45,62.6,72,40,4.7
405,Shirgaon,IN,2020-11-26 17:45:28,19.7,72.7,77.2,52,37,12.24
406,Sambava,MG,2020-11-26 17:42:09,-14.27,50.17,76.62,84,93,10.54
407,Oksfjord,NO,2020-11-26 17:45:30,70.24,22.35,32.0,85,0,4.7
408,Sobolevo,RU,2020-11-26 17:45:31,54.43,31.9,34.75,88,99,11.1
409,Chegdomyn,RU,2020-11-26 17:45:31,51.12,133.02,-1.59,90,76,1.81
410,Wyndham,US,2020-11-26 17:45:32,37.7,-77.61,73.0,68,75,12.75
411,Hualmay,PE,2020-11-26 17:45:32,-11.1,-77.61,68.88,67,59,9.48
412,Alta,NO,2020-11-26 17:45:33,69.97,23.27,19.4,85,0,4.7
413,Syracuse,IT,2020-11-26 17:45:33,37.09,15.28,62.6,77,40,8.05
414,Zamora,EC,2020-11-26 17:42:22,-4.07,-78.96,87.8,35,90,6.93
415,Ormara,PK,2020-11-26 17:45:34,25.21,64.64,75.18,46,0,16.44
416,Coquimbo,CL,2020-11-26 17:45:34,-29.95,-71.34,64.4,68,75,14.99
417,Palatka,US,2020-11-26 17:43:06,29.65,-81.64,80.01,30,0,4.0
418,Mount Gambier,AU,2020-11-26 17:45:35,-37.83,140.77,48.2,87,99,5.82
419,Fairbanks,US,2020-11-26 17:45:36,64.84,-147.72,21.2,85,90,2.8
420,Palauig,PH,2020-11-26 17:45:36,15.44,119.9,80.15,69,1,3.87
421,Seoul,KR,2020-11-26 17:45:36,37.57,126.98,39.2,80,90,1.5
422,Florence,IT,2020-11-26 17:43:15,43.77,11.25,52.0,87,40,2.24
423,Ancud,CL,2020-11-26 17:45:37,-41.87,-73.82,63.0,54,75,13.87
424,Abeche,TD,2020-11-26 17:45:38,13.83,20.83,79.77,16,4,8.81
425,Moron,AR,2020-11-26 17:45:39,-34.65,-58.62,78.01,21,0,4.0
426,Chifeng,CN,2020-11-26 17:45:39,42.27,118.96,9.37,88,47,3.74
427,Poum,NC,2020-11-26 17:45:39,-20.23,164.02,76.6,78,19,15.17
428,Glyadyanskoye,RU,2020-11-26 17:45:41,54.91,65.09,12.92,96,100,6.69
429,Te Anau,NZ,2020-11-26 17:45:41,-45.42,167.72,46.9,85,49,4.9
430,Porto Novo,BJ,2020-11-26 17:45:41,6.5,2.6,84.2,79,40,13.87
431,Jatai,BR,2020-11-26 17:45:42,-17.88,-51.71,86.11,42,41,6.31
432,Majur,RS,2020-11-26 17:45:43,44.77,19.65,39.0,88,0,1.99
433,Imeni Poliny Osipenko,RU,2020-11-26 17:45:44,52.42,136.49,0.18,85,95,3.62
434,Ketchikan,US,2020-11-26 17:45:45,55.34,-131.65,41.0,86,40,9.17
435,Ostersund,SE,2020-11-26 17:45:45,63.18,14.64,35.6,93,0,12.75
436,Salinopolis,BR,2020-11-26 17:43:07,-0.61,-47.36,84.54,68,81,12.5
437,Fairview,US,2020-11-26 17:45:46,40.81,-74.0,64.99,77,90,5.82
438,Mayor Pablo Lagerenza,PY,2020-11-26 17:45:47,-19.93,-60.77,98.22,34,75,11.39
439,Makat,KZ,2020-11-26 17:45:47,47.65,53.35,28.76,97,43,1.25
440,Tenkodogo,BF,2020-11-26 17:45:48,11.78,-0.37,84.81,19,0,4.59
441,Jizan,SA,2020-11-26 17:45:48,17.33,42.67,84.2,74,40,4.7
442,Tuy Hoa,VN,2020-11-26 17:45:49,13.08,109.3,75.47,89,98,10.69
443,Carnaiba,BR,2020-11-26 17:45:49,-8.7,-37.67,89.67,36,98,15.19
444,Vao,NC,2020-11-26 17:45:49,-22.67,167.48,73.29,80,33,11.92
445,Intibuca,HN,2020-11-26 17:45:50,14.32,-88.17,84.2,45,75,6.93
446,Tilichiki,RU,2020-11-26 17:45:50,60.47,166.1,-0.63,93,93,5.64
447,Lobito,AO,2020-11-26 17:45:52,-12.35,13.55,77.0,82,100,2.35
448,Doha,QA,2020-11-26 17:44:02,25.29,51.53,77.0,69,0,5.82
449,Sokolo,ML,2020-11-26 17:45:53,14.73,-6.12,79.23,15,27,8.14
450,Okakarara,NA,2020-11-26 17:45:53,-20.58,17.43,88.29,16,0,6.71
451,Falkenberg,SE,2020-11-26 17:45:54,56.91,12.49,42.8,87,0,5.82
452,Bardsir,IR,2020-11-26 17:45:55,29.92,56.57,50.0,21,0,6.93
453,Virginia Beach,US,2020-11-26 17:41:53,36.85,-75.98,73.4,69,75,14.99
454,Tura,IN,2020-11-26 17:45:56,25.52,90.22,65.17,60,100,3.29
455,Kyzyl-Suu,KG,2020-11-26 17:45:56,42.34,78.01,24.98,80,55,10.65
456,Jinka,ET,2020-11-26 17:45:58,5.65,36.65,66.33,82,83,2.1
457,Aksarka,RU,2020-11-26 17:45:59,66.56,67.8,8.67,96,98,7.36
458,Coolum Beach,AU,2020-11-26 17:45:59,-26.53,153.1,66.0,94,15,1.77
459,Zhigansk,RU,2020-11-26 17:45:59,66.77,123.37,-6.39,91,81,8.1
460,Gushikawa,JP,2020-11-26 17:46:00,26.35,127.87,69.8,88,1,4.7
461,Ambilobe,MG,2020-11-26 17:46:01,-13.2,49.05,79.25,72,66,2.1
462,Nabire,ID,2020-11-26 17:46:01,-3.37,135.48,75.6,93,100,2.73
463,Mbanza-Ngungu,CD,2020-11-26 17:46:02,-5.25,14.87,71.31,96,97,2.98
464,Hwange,ZW,2020-11-26 17:46:02,-18.37,26.5,76.96,60,60,4.16
465,Abaete,BR,2020-11-26 17:46:02,-19.16,-45.45,81.54,54,25,6.44
466,Uglich,RU,2020-11-26 17:46:03,57.53,38.33,31.44,99,100,10.78
467,Champa,IN,2020-11-26 17:46:03,22.05,82.65,66.09,66,100,6.67
468,Bozoum,CF,2020-11-26 17:46:03,6.32,16.38,76.95,39,28,2.48
469,Ibra,OM,2020-11-26 17:46:04,22.69,58.53,60.8,57,0,5.03
470,Praia Da Vitoria,PT,2020-11-26 17:45:37,38.73,-27.07,62.6,100,75,12.44
471,Santa Teresa,VE,2020-11-26 17:46:04,10.23,-66.66,86.0,74,40,4.7
472,Beyneu,KZ,2020-11-26 17:46:05,45.32,55.2,34.39,87,78,5.77
473,Sioux Lookout,CA,2020-11-26 17:46:05,50.1,-91.92,30.2,86,90,11.41
474,Linfen,CN,2020-11-26 17:46:05,36.09,111.52,35.42,80,36,2.71
475,Khasan,RU,2020-11-26 17:46:06,42.43,130.64,29.82,80,96,5.35
476,Praxedis Guerrero,MX,2020-11-26 17:46:06,31.37,-106.02,59.0,20,5,6.93
477,Constantine,DZ,2020-11-26 17:46:06,36.37,6.61,53.6,58,40,5.82
478,Buala,SB,2020-11-26 17:46:07,-8.14,159.59,79.0,76,44,3.22
479,Alexandria,EG,2020-11-26 17:44:00,31.22,29.96,66.02,61,31,4.41
480,Yuncheng,CN,2020-11-26 17:46:07,35.02,110.99,34.81,86,38,1.92
481,Sanchor,IN,2020-11-26 17:46:07,24.76,71.77,69.69,34,0,14.07
482,Loandjili,CG,2020-11-26 17:46:08,-4.76,11.86,78.8,88,75,4.7
483,Port Blair,IN,2020-11-26 17:46:08,11.67,92.75,81.12,81,20,9.24
484,Nuuk,GL,2020-11-26 17:46:08,64.18,-51.72,23.0,92,75,3.36
485,Kedrovyy,RU,2020-11-26 17:46:09,56.17,91.82,-0.4,91,0,3.6
486,Antofagasta,CL,2020-11-26 17:46:09,-23.65,-70.4,71.01,60,40,11.41
487,North Branch,US,2020-11-26 17:46:10,45.51,-92.98,34.0,96,99,5.01
488,San Andres,CO,2020-11-26 17:46:10,12.58,-81.7,87.8,74,40,12.75
489,Aktas,KZ,2020-11-26 17:46:11,49.78,72.96,-2.2,84,0,8.95
490,Wloszczowa,PL,2020-11-26 17:46:11,50.85,19.97,35.01,77,0,8.61
491,Mogadishu,SO,2020-11-26 17:46:12,2.04,45.34,81.28,81,8,18.05
492,Nouakchott,MR,2020-11-26 17:46:13,18.09,-15.98,78.8,47,0,17.22
493,Nantucket,US,2020-11-26 17:42:45,41.28,-70.1,57.2,93,90,17.22
494,Elie,GB,2020-11-26 17:46:14,56.19,-2.82,41.0,80,40,5.82
495,Nalut,LY,2020-11-26 17:46:14,30.33,10.85,62.29,43,29,9.1
496,Hofn,IS,2020-11-26 17:46:15,64.25,-15.21,32.0,74,20,8.05
497,General Roca,AR,2020-11-26 17:46:15,-39.03,-67.58,71.6,16,0,5.82
498,Panaba,MX,2020-11-26 17:46:16,21.28,-88.27,83.57,67,0,7.54
499,Jiuquan,CN,2020-11-26 17:46:16,39.74,98.52,18.0,86,58,3.0
500,Kailua,US,2020-11-26 17:42:01,21.4,-157.74,77.0,73,75,4.7
501,Khash,IR,2020-11-26 17:46:17,28.22,61.22,46.4,42,0,1.9
502,Strezhevoy,RU,2020-11-26 17:46:18,60.73,77.59,15.8,85,90,6.71
503,Kibala,TD,2020-11-26 17:46:18,9.11,18.35,84.2,39,0,3.42
504,Yeban,PH,2020-11-26 17:46:18,17.02,121.94,73.53,96,100,4.36
505,Grinnell,US,2020-11-26 17:46:18,41.74,-92.72,48.2,66,1,17.22
506,Zabid,YE,2020-11-26 17:46:19,14.2,43.32,84.07,56,6,1.59
507,Rio Grande,BR,2020-11-26 17:42:22,-32.03,-52.1,82.4,58,40,11.41
508,Landskrona,SE,2020-11-26 17:46:19,55.87,12.83,45.0,91,44,14.85
509,Binzhou,CN,2020-11-26 17:46:20,37.37,118.02,36.55,78,30,3.78
510,Gumdag,TM,2020-11-26 17:46:20,39.21,54.59,50.36,54,100,13.44
511,Bandarbeyla,SO,2020-11-26 17:46:20,9.49,50.81,75.9,76,0,15.68
512,De-Kastri,RU,2020-11-26 17:46:20,51.47,140.78,10.13,79,26,9.1
513,Colac,AU,2020-11-26 17:46:21,-38.33,143.58,48.99,92,89,1.01
514,Ivangorod,RU,2020-11-26 17:46:22,59.37,28.22,42.3,88,100,6.64
515,Jurm,AF,2020-11-26 17:46:22,36.86,70.83,38.46,59,100,6.76
516,Cacapava Do Sul,BR,2020-11-26 17:46:22,-30.51,-53.49,76.21,75,100,5.03
517,Chimore,BO,2020-11-26 17:46:22,-16.98,-65.13,92.7,44,77,4.21
518,Copiapo,CL,2020-11-26 17:42:45,-27.37,-70.33,68.0,29,75,13.87
519,Pisco,PE,2020-11-26 17:46:23,-13.7,-76.22,66.99,82,20,6.93
520,Angoche,MZ,2020-11-26 17:46:24,-16.23,39.91,80.82,75,47,12.17
521,Patti,IN,2020-11-26 17:46:24,31.28,74.86,57.2,82,0,7.76
522,Nyurba,RU,2020-11-26 17:46:24,63.28,118.33,-7.85,90,50,5.59
523,College,US,2020-11-26 17:46:24,64.86,-147.8,19.0,97,100,3.44
524,Chara,RU,2020-11-26 17:46:26,56.91,118.26,-8.37,77,11,1.66
525,Saint-Joseph,RE,2020-11-26 17:46:26,-21.37,55.62,77.0,69,57,12.75
526,Arrifes,PT,2020-11-26 17:46:26,37.77,-25.7,57.2,71,75,12.75
527,Mareeba,AU,2020-11-26 17:46:27,-17.0,145.43,77.0,88,75,6.93
528,Gubskaya,RU,2020-11-26 17:46:27,44.32,40.64,34.34,90,97,1.43
529,Conakry,GN,2020-11-26 17:44:15,9.54,-13.68,83.05,70,43,12.03
530,Satka,RU,2020-11-26 17:46:28,55.04,59.04,15.64,93,82,2.82
531,Kuytun,RU,2020-11-26 17:46:28,54.34,101.5,1.67,94,48,0.92
532,Ratne,UA,2020-11-26 17:46:29,51.67,24.53,32.05,94,0,9.13
533,Labuhan,ID,2020-11-26 17:46:29,-6.88,112.21,78.53,82,100,11.77
534,Waddan,LY,2020-11-26 17:46:30,29.16,16.14,63.1,49,8,4.05
535,Hoopstad,ZA,2020-11-26 17:46:30,-27.83,25.91,74.64,16,0,8.77
536,Vila,PT,2020-11-26 17:46:30,42.03,-8.16,54.0,78,98,8.99
537,Samana,DO,2020-11-26 17:46:30,19.21,-69.34,86.0,74,20,6.93
538,Navahrudak,BY,2020-11-26 17:46:31,53.6,25.83,30.58,96,79,10.67
539,Lamar,US,2020-11-26 17:46:31,33.67,-95.58,64.0,51,1,10.29
540,Jardim,BR,2020-11-26 17:45:59,-21.48,-56.14,97.92,26,100,4.27
541,Jati,PK,2020-11-26 17:46:31,24.35,68.27,68.16,36,0,14.52
542,Kabanjahe,ID,2020-11-26 17:46:32,3.1,98.49,77.0,100,40,6.93
543,Camacha,PT,2020-11-26 17:46:32,33.08,-16.33,57.2,71,40,18.34
544,Mmabatho,ZA,2020-11-26 17:46:32,-25.85,25.63,78.8,34,0,5.82
545,Koszalin,PL,2020-11-26 17:43:20,54.19,16.17,44.01,10,98,12.53
546,Biltine,TD,2020-11-26 17:46:32,14.53,20.92,77.38,16,11,8.37
547,Palasa,IN,2020-11-26 17:46:33,18.77,84.42,68.99,92,100,5.39
548,Takoradi,GH,2020-11-26 17:46:33,4.88,-1.76,78.75,84,96,10.2
549,Moose Factory,CA,2020-11-26 17:46:33,51.26,-80.61,35.6,89,90,9.17
550,Gemena,CD,2020-11-26 17:46:33,3.25,19.77,78.55,65,19,2.06
551,Ust-Maya,RU,2020-11-26 17:46:34,60.42,134.53,-14.69,88,100,3.27
552,Skawina,PL,2020-11-26 17:46:34,49.98,19.83,34.0,86,0,4.7
553,Clarksville,US,2020-11-26 17:45:46,36.53,-87.36,52.0,81,90,5.82
554,Vilyuysk,RU,2020-11-26 17:46:35,63.76,121.62,-1.88,92,96,7.11
555,Langxiang,CN,2020-11-26 17:46:35,46.95,128.88,9.63,86,0,3.85
556,Huarmey,PE,2020-11-26 17:46:35,-10.07,-78.15,70.18,65,54,10.31
557,Coripata,BO,2020-11-26 17:46:35,-16.3,-67.6,59.0,41,75,21.92
558,Grindavik,IS,2020-11-26 17:46:36,63.84,-22.43,35.6,69,75,46.08
559,Hershey,US,2020-11-26 17:46:36,40.29,-76.65,64.0,59,40,9.17
560,Bereda,ES,2020-11-26 17:46:36,43.27,-7.54,53.01,100,96,3.0
561,Hovd,MN,2020-11-26 17:46:36,48.01,91.64,12.25,94,59,1.54
562,Creel,MX,2020-11-26 17:46:37,27.75,-107.63,58.51,33,2,17.18
563,Samarai,PG,2020-11-26 17:46:37,-10.62,150.67,78.69,77,93,4.68
564,Gdov,RU,2020-11-26 17:46:37,58.74,27.81,41.68,92,100,5.88
565,Chiredzi,ZW,2020-11-26 17:46:37,-21.05,31.67,78.51,70,46,6.42
566,Daru,PG,2020-11-26 17:46:37,-9.08,143.21,76.62,84,52,0.2
567,San Jose De Buan,PH,2020-11-26 17:46:38,12.05,125.03,75.0,93,98,2.51
568,Muttupet,IN,2020-11-26 17:46:16,10.4,79.48,78.62,81,56,7.07
569,Berlevag,NO,2020-11-26 17:46:38,70.86,29.09,32.0,86,75,2.24
